trip_id,origin,destination,train_type,departure,arrival,duration,service_id,Basico,Elige,Premium
06309,04040,79300,AVLO,2023-06-01 20:56:00,2023-06-01 23:34:00,0 days 02:38:00,06309_01-06-2023-20.56,19.00,,
03093,04040,04307,AVE,2023-06-01 10:46:00,2023-06-01 13:40:00,0 days 02:54:00,03093_01-06-2023-10.46,,123.95,142.95
03123,04040,04307,AVE,2023-06-01 13:46:00,2023-06-01 16:45:00,0 days 02:59:00,03123_01-06-2023-13.46,55.90,62.00,81.00
19725,04040,04307,AVE,2023-06-01 14:50:00,2023-06-01 17:29:00,0 days 02:39:00,19725_01-06-2023-14.50,65.25,74.55,
03143,04040,04307,AVE,2023-06-01 15:52:00,2023-06-01 18:25:00,0 days 02:33:00,03143_01-06-2023-15.52,,148.75,167.75
03163,04040,04307,AVE,2023-06-01 17:46:00,2023-06-01 20:28:00,0 days 02:42:00,03163_01-06-2023-17.46,,123.95,142.95
06309,04040,04307,AVLO,2023-06-01 20:56:00,2023-06-01 23:51:00,0 days 02:55:00,06309_01-06-2023-20.56,19.00,,
03073,78400,71500,AVE,2023-06-01 09:37:00,2023-06-01 10:04:00,0 days 00:27:00,03073_01-06-2023-09.37,37.10,40.80,68.35
03093,78400,71500,AVE,2023-06-01 11:31:00,2023-06-01 11:58:00,0 days 00:27:00,03093_01-06-2023-11.31,37.10,40.80,73.30
03113,78400,71500,AVE,2023-06-01 13:37:00,2023-06-01 14:04:00,0 days 00:27:00,03113_01-06-2023-13.37,37.10,40.80,68.35
03943,78400,71500,AVE,2023-06-01 13:40:00,2023-06-01 14:08:00,0 days 00:28:00,03943_01-06-2023-13.40,,,
03153,78400,71500,AVE,2023-06-01 17:37:00,2023-06-01 18:04:00,0 days 00:27:00,03153_01-06-2023-17.37,37.10,40.80,68.35
03173,78400,71500,AVE,2023-06-01 19:37:00,2023-06-01 20:04:00,0 days 00:27:00,03173_01-06-2023-19.37,40.80,44.50,68.35
03941,78400,71500,AVE,2023-06-01 20:50:00,2023-06-01 21:14:00,0 days 00:24:00,03941_01-06-2023-20.50,,,
03931,78400,71500,AVE,2023-06-01 21:54:00,2023-06-01 22:20:00,0 days 00:26:00,03931_01-06-2023-21.54,21.30,23.45,47.35
03991,78400,71500,AVE,2023-06-01 21:54:00,2023-06-01 22:20:00,0 days 00:26:00,03991_01-06-2023-21.54,21.30,23.45,47.35
03203,78400,71500,AVE,2023-06-01 22:51:00,2023-06-01 23:18:00,0 days 00:27:00,03203_01-06-2023-22.51,37.10,40.80,68.35
03073,78400,71801,AVE,2023-06-01 09:37:00,2023-06-01 10:42:00,0 days 01:05:00,03073_01-06-2023-09.37,32.45,37.85,69.35
03093,78400,71801,AVE,2023-06-01 11:31:00,2023-06-01 12:37:00,0 days 01:06:00,03093_01-06-2023-11.31,37.85,43.30,90.95
03113,78400,71801,AVE,2023-06-01 13:37:00,2023-06-01 14:42:00,0 days 01:05:00,03113_01-06-2023-13.37,37.85,43.30,76.55
03943,78400,71801,AVE,2023-06-01 13:40:00,2023-06-01 14:45:00,0 days 01:05:00,03943_01-06-2023-13.40,,,
03123,78400,71801,AVE,2023-06-01 14:31:00,2023-06-01 15:40:00,0 days 01:09:00,03123_01-06-2023-14.31,37.85,43.15,62.15
03153,78400,71801,AVE,2023-06-01 17:37:00,2023-06-01 18:42:00,0 days 01:05:00,03153_01-06-2023-17.37,32.45,36.00,55.00
03173,78400,71801,AVE,2023-06-01 19:37:00,2023-06-01 20:42:00,0 days 01:05:00,03173_01-06-2023-19.37,48.70,54.10,83.75
03941,78400,71801,AVE,2023-06-01 20:50:00,2023-06-01 20:51:00,0 days 00:01:00,03941_01-06-2023-20.50,,,
06309,78400,71801,AVLO,2023-06-01 21:41:00,2023-06-01 22:46:00,0 days 01:05:00,06309_01-06-2023-21.41,7.00,,
03991,78400,71801,AVE,2023-06-01 21:54:00,2023-06-01 23:00:00,0 days 01:06:00,03991_01-06-2023-21.54,36.30,40.85,67.30
03931,78400,71801,AVE,2023-06-01 21:54:00,2023-06-01 23:00:00,0 days 01:06:00,03931_01-06-2023-21.54,27.25,31.80,55.25
03203,78400,71801,AVE,2023-06-01 22:51:00,2023-06-01 23:55:00,0 days 01:04:00,03203_01-06-2023-22.51,16.25,21.65,62.15
03093,78400,79300,AVE,2023-06-01 11:31:00,2023-06-01 13:23:00,0 days 01:52:00,03093_01-06-2023-11.31,,91.50,110.50
03123,78400,79300,AVE,2023-06-01 14:31:00,2023-06-01 16:28:00,0 days 01:57:00,03123_01-06-2023-14.31,41.30,45.75,64.75
06309,78400,79300,AVLO,2023-06-01 21:41:00,2023-06-01 23:34:00,0 days 01:53:00,06309_01-06-2023-21.41,7.00,,
03093,78400,04307,AVE,2023-06-01 11:31:00,2023-06-01 13:40:00,0 days 02:09:00,03093_01-06-2023-11.31,,98.40,117.40
03123,78400,04307,AVE,2023-06-01 14:31:00,2023-06-01 16:45:00,0 days 02:14:00,03123_01-06-2023-14.31,44.40,49.20,68.20
06309,78400,04307,AVLO,2023-06-01 21:41:00,2023-06-01 23:51:00,0 days 02:10:00,06309_01-06-2023-21.41,7.00,,
03073,71500,71801,AVE,2023-06-01 10:06:00,2023-06-01 10:42:00,0 days 00:36:00,03073_01-06-2023-10.06,24.25,28.30,56.60
03093,71500,71801,AVE,2023-06-01 12:00:00,2023-06-01 12:37:00,0 days 00:37:00,03093_01-06-2023-12.00,28.30,32.30,72.75
03113,71500,71801,AVE,2023-06-01 14:06:00,2023-06-01 14:42:00,0 days 00:36:00,03113_01-06-2023-14.06,28.30,32.25,51.25
03943,71500,71801,AVE,2023-06-01 14:10:00,2023-06-01 14:45:00,0 days 00:35:00,03943_01-06-2023-14.10,,,
19725,71500,71801,AVE,2023-06-01 15:46:00,2023-06-01 16:22:00,0 days 00:36:00,19725_01-06-2023-15.46,28.30,32.30,
03153,71500,71801,AVE,2023-06-01 18:06:00,2023-06-01 18:42:00,0 days 00:36:00,03153_01-06-2023-18.06,24.25,26.85,45.85
03173,71500,71801,AVE,2023-06-01 20:06:00,2023-06-01 20:42:00,0 days 00:36:00,03173_01-06-2023-20.06,36.35,40.40,67.35
03183,71500,71801,AVE,2023-06-01 20:46:00,2023-06-01 21:20:00,0 days 00:34:00,03183_01-06-2023-20.46,32.30,36.35,62.00
03941,71500,71801,AVE,2023-06-01 21:16:00,2023-06-01 21:50:00,0 days 00:34:00,03941_01-06-2023-21.16,,,
06309,71500,71801,AVLO,2023-06-01 22:10:00,2023-06-01 22:46:00,0 days 00:36:00,06309_01-06-2023-22.10,7.00,,
03931,71500,71801,AVE,2023-06-01 22:22:00,2023-06-01 23:00:00,0 days 00:38:00,03931_01-06-2023-22.22,20.35,23.75,46.05
03991,71500,71801,AVE,2023-06-01 22:22:00,2023-06-01 23:00:00,0 days 00:38:00,03991_01-06-2023-22.22,27.10,30.50,55.05
03203,71500,71801,AVE,2023-06-01 23:20:00,2023-06-01 23:55:00,0 days 00:35:00,03203_01-06-2023-23.20,12.10,16.15,45.85
03093,71500,79300,AVE,2023-06-01 12:00:00,2023-06-01 13:23:00,0 days 01:23:00,03093_01-06-2023-12.00,,82.20,101.20
19725,71500,79300,AVE,2023-06-01 15:46:00,2023-06-01 17:12:00,0 days 01:26:00,19725_01-06-2023-15.46,44.95,50.60,
06309,71500,79300,AVLO,2023-06-01 22:10:00,2023-06-01 23:34:00,0 days 01:24:00,06309_01-06-2023-22.10,7.00,,
03093,71500,04307,AVE,2023-06-01 12:00:00,2023-06-01 13:40:00,0 days 01:40:00,03093_01-06-2023-12.00,,90.25,109.25
19725,71500,04307,AVE,2023-06-01 15:46:00,2023-06-01 17:29:00,0 days 01:43:00,19725_01-06-2023-15.46,49.35,55.55,
06309,71500,04307,AVLO,2023-06-01 22:10:00,2023-06-01 23:51:00,0 days 01:41:00,06309_01-06-2023-22.10,7.00,,
03093,71801,79300,AVE,2023-06-01 12:45:00,2023-06-01 13:23:00,0 days 00:38:00,03093_01-06-2023-12.45,,48.45,67.45
03123,71801,79300,AVE,2023-06-01 15:50:00,2023-06-01 16:28:00,0 days 00:38:00,03123_01-06-2023-15.50,23.15,26.40,45.40
19725,71801,79300,AVE,2023-06-01 16:34:00,2023-06-01 17:12:00,0 days 00:38:00,19725_01-06-2023-16.34,,,
03143,71801,79300,AVE,2023-06-01 17:30:00,2023-06-01 18:08:00,0 days 00:38:00,03143_01-06-2023-17.30,13.25,16.55,38.80
03163,71801,79300,AVE,2023-06-01 19:25:00,2023-06-01 20:11:00,0 days 00:46:00,03163_01-06-2023-19.25,13.25,16.55,38.80
03191,71801,79300,AVE,2023-06-01 21:40:00,2023-06-01 22:18:00,0 days 00:38:00,03191_01-06-2023-21.40,29.80,33.10,63.00
06309,71801,79300,AVLO,2023-06-01 22:56:00,2023-06-01 23:34:00,0 days 00:38:00,06309_01-06-2023-22.56,7.00,,
03093,71801,04307,AVE,2023-06-01 12:45:00,2023-06-01 13:40:00,0 days 00:55:00,03093_01-06-2023-12.45,,55.75,74.75
03123,71801,04307,AVE,2023-06-01 15:50:00,2023-06-01 16:45:00,0 days 00:55:00,03123_01-06-2023-15.50,26.65,30.40,49.40
19725,71801,04307,AVE,2023-06-01 16:34:00,2023-06-01 17:29:00,0 days 00:55:00,19725_01-06-2023-16.34,,,
03143,71801,04307,AVE,2023-06-01 17:30:00,2023-06-01 18:25:00,0 days 00:55:00,03143_01-06-2023-17.30,15.25,19.05,41.80
03163,71801,04307,AVE,2023-06-01 19:25:00,2023-06-01 20:28:00,0 days 01:03:00,03163_01-06-2023-19.25,15.25,19.05,41.80
03191,71801,04307,AVE,2023-06-01 21:40:00,2023-06-01 22:35:00,0 days 00:55:00,03191_01-06-2023-21.40,34.30,38.10,69.65
06309,71801,04307,AVLO,2023-06-01 22:56:00,2023-06-01 23:51:00,0 days 00:55:00,06309_01-06-2023-22.56,7.00,,
03093,79300,04307,AVE,2023-06-01 13:25:00,2023-06-01 13:40:00,0 days 00:15:00,03093_01-06-2023-13.25,29.05,31.45,54.40
03123,79300,04307,AVE,2023-06-01 16:30:00,2023-06-01 16:45:00,0 days 00:15:00,03123_01-06-2023-16.30,24.20,26.60,51.20
19725,79300,04307,AVE,2023-06-01 17:15:00,2023-06-01 17:29:00,0 days 00:14:00,19725_01-06-2023-17.15,,,
03143,79300,04307,AVE,2023-06-01 18:10:00,2023-06-01 18:25:00,0 days 00:15:00,03143_01-06-2023-18.10,24.20,26.60,51.20
03163,79300,04307,AVE,2023-06-01 20:13:00,2023-06-01 20:28:00,0 days 00:15:00,03163_01-06-2023-20.13,24.20,26.60,51.20
03191,79300,04307,AVE,2023-06-01 22:20:00,2023-06-01 22:35:00,0 days 00:15:00,03191_01-06-2023-22.20,26.60,29.05,54.40
06309,79300,04307,AVLO,2023-06-01 23:36:00,2023-06-01 23:51:00,0 days 00:15:00,06309_01-06-2023-23.36,7.00,,
