trip_id,origin,destination,train_type,departure,arrival,duration,service_id,Basico,Elige,Premium
03083,60000,71801,AVE,2023-09-06 08:30:00,2023-09-06 11:15:00,0 days 02:45:00,03083_06-09-2023-08.30,56.85,68.20,109.75
03091,60000,71801,AVE,2023-09-06 09:00:00,2023-09-06 11:30:00,0 days 02:30:00,03091_06-09-2023-09.00,93.95,107.35,143.95
03093,60000,71801,AVE,2023-09-06 09:30:00,2023-09-06 12:37:00,0 days 03:07:00,03093_06-09-2023-09.30,68.20,79.60,140.00
06303,60000,71801,AVLO,2023-09-06 10:30:00,2023-09-06 13:15:00,0 days 02:45:00,06303_06-09-2023-10.30,39.00,,
03113,60000,71801,AVE,2023-09-06 11:30:00,2023-09-06 14:42:00,0 days 03:12:00,03113_06-09-2023-11.30,22.75,34.10,109.75
03123,60000,71801,AVE,2023-09-06 12:30:00,2023-09-06 15:40:00,0 days 03:10:00,03123_06-09-2023-12.30,56.85,68.20,109.75
03131,60000,71801,AVE,2023-09-06 13:00:00,2023-09-06 15:30:00,0 days 02:30:00,03131_06-09-2023-13.00,53.70,67.10,108.25
03143,60000,71801,AVE,2023-09-06 14:30:00,2023-09-06 17:20:00,0 days 02:50:00,03143_06-09-2023-14.30,22.75,34.10,124.85
03151,60000,71801,AVE,2023-09-06 15:00:00,2023-09-06 17:29:00,0 days 02:29:00,03151_06-09-2023-15.00,67.10,80.50,197.50
03153,60000,71801,AVE,2023-09-06 15:30:00,2023-09-06 18:42:00,0 days 03:12:00,03153_06-09-2023-15.30,79.60,90.95,124.85
03161,60000,71801,AVE,2023-09-06 16:00:00,2023-09-06 18:30:00,0 days 02:30:00,03161_06-09-2023-16.00,46.95,60.40,126.10
03163,60000,71801,AVE,2023-09-06 16:30:00,2023-09-06 19:15:00,0 days 02:45:00,03163_06-09-2023-16.30,79.60,90.95,140.00
03171,60000,71801,AVE,2023-09-06 17:00:00,2023-09-06 19:30:00,0 days 02:30:00,03171_06-09-2023-17.00,93.95,107.35,161.80
03173,60000,71801,AVE,2023-09-06 17:30:00,2023-09-06 20:42:00,0 days 03:12:00,03173_06-09-2023-17.30,68.20,79.60,109.75
06307,60000,71801,AVLO,2023-09-06 18:00:00,2023-09-06 20:30:00,0 days 02:30:00,06307_06-09-2023-18.00,39.00,,
03183,60000,71801,AVE,2023-09-06 18:30:00,2023-09-06 21:20:00,0 days 02:50:00,03183_06-09-2023-18.30,68.20,79.60,109.75
03191,60000,71801,AVE,2023-09-06 19:00:00,2023-09-06 21:30:00,0 days 02:30:00,03191_06-09-2023-19.00,107.35,120.80,179.65
06309,60000,71801,AVLO,2023-09-06 19:30:00,2023-09-06 22:46:00,0 days 03:16:00,06309_06-09-2023-19.30,39.00,,
03203,60000,71801,AVE,2023-09-06 20:40:00,2023-09-06 23:55:00,0 days 03:15:00,03203_06-09-2023-20.40,22.75,34.10,71.95
03211,60000,71801,AVE,2023-09-06 21:10:00,2023-09-06 23:40:00,0 days 02:30:00,03211_06-09-2023-21.10,34.10,45.50,71.95
03093,60000,79300,AVE,2023-09-06 09:30:00,2023-09-06 13:23:00,0 days 03:53:00,03093_06-09-2023-09.30,95.85,107.80,146.45
03123,60000,79300,AVE,2023-09-06 12:30:00,2023-09-06 16:28:00,0 days 03:58:00,03123_06-09-2023-12.30,71.90,83.85,114.60
03143,60000,79300,AVE,2023-09-06 14:30:00,2023-09-06 18:08:00,0 days 03:38:00,03143_06-09-2023-14.30,,111.55,130.55
03163,60000,79300,AVE,2023-09-06 16:30:00,2023-09-06 20:11:00,0 days 03:41:00,03163_06-09-2023-16.30,95.85,107.80,146.45
03191,60000,79300,AVE,2023-09-06 19:00:00,2023-09-06 22:18:00,0 days 03:18:00,03191_06-09-2023-19.00,112.25,126.25,186.95
06309,60000,79300,AVLO,2023-09-06 19:30:00,2023-09-06 23:34:00,0 days 04:04:00,06309_06-09-2023-19.30,49.00,,
03093,60000,04307,AVE,2023-09-06 09:30:00,2023-09-06 13:40:00,0 days 04:10:00,03093_06-09-2023-09.30,97.30,109.45,148.40
03123,60000,04307,AVE,2023-09-06 12:30:00,2023-09-06 16:45:00,0 days 04:15:00,03123_06-09-2023-12.30,72.95,85.10,116.05
03143,60000,04307,AVE,2023-09-06 14:30:00,2023-09-06 18:25:00,0 days 03:55:00,03143_06-09-2023-14.30,,113.20,132.20
03163,60000,04307,AVE,2023-09-06 16:30:00,2023-09-06 20:28:00,0 days 03:58:00,03163_06-09-2023-16.30,97.30,109.45,148.40
03191,60000,04307,AVE,2023-09-06 19:00:00,2023-09-06 22:35:00,0 days 03:35:00,03191_06-09-2023-19.00,113.60,127.80,188.95
06309,60000,04307,AVLO,2023-09-06 19:30:00,2023-09-06 23:51:00,0 days 04:21:00,06309_06-09-2023-19.30,49.00,,
03393,70200,70600,AVE,2023-09-06 19:28:00,2023-09-06 20:05:00,0 days 00:37:00,03393_06-09-2023-19.28,30.05,35.05,65.65
03203,70200,70600,AVE,2023-09-06 21:04:00,2023-09-06 21:40:00,0 days 00:36:00,03203_06-09-2023-21.04,15.05,20.05,49.00
03073,70200,04040,AVE,2023-09-06 07:54:00,2023-09-06 08:51:00,0 days 00:57:00,03073_06-09-2023-07.54,38.35,42.50,61.50
03173,70200,04040,AVE,2023-09-06 17:54:00,2023-09-06 18:51:00,0 days 00:57:00,03173_06-09-2023-17.54,44.75,51.10,78.50
03393,70200,04040,AVE,2023-09-06 19:28:00,2023-09-06 20:30:00,0 days 01:02:00,03393_06-09-2023-19.28,38.35,44.75,70.00
06309,70200,04040,AVLO,2023-09-06 19:54:00,2023-09-06 20:55:00,0 days 01:01:00,06309_06-09-2023-19.54,35.00,,
03203,70200,04040,AVE,2023-09-06 21:04:00,2023-09-06 22:05:00,0 days 01:01:00,03203_06-09-2023-21.04,16.00,22.35,53.00
03073,70200,78400,AVE,2023-09-06 07:54:00,2023-09-06 09:35:00,0 days 01:41:00,03073_06-09-2023-07.54,50.60,56.05,75.05
03173,70200,78400,AVE,2023-09-06 17:54:00,2023-09-06 19:35:00,0 days 01:41:00,03173_06-09-2023-17.54,59.00,67.45,97.50
06309,70200,78400,AVLO,2023-09-06 19:54:00,2023-09-06 21:39:00,0 days 01:45:00,06309_06-09-2023-19.54,39.00,,
03203,70200,78400,AVE,2023-09-06 21:04:00,2023-09-06 22:49:00,0 days 01:45:00,03203_06-09-2023-21.04,21.10,29.50,63.85
03073,70200,71500,AVE,2023-09-06 07:54:00,2023-09-06 10:04:00,0 days 02:10:00,03073_06-09-2023-07.54,56.95,63.10,82.10
03173,70200,71500,AVE,2023-09-06 17:54:00,2023-09-06 20:04:00,0 days 02:10:00,03173_06-09-2023-17.54,66.45,75.90,107.35
06309,70200,71500,AVLO,2023-09-06 19:54:00,2023-09-06 22:08:00,0 days 02:14:00,06309_06-09-2023-19.54,39.00,,
03203,70200,71500,AVE,2023-09-06 21:04:00,2023-09-06 23:18:00,0 days 02:14:00,03203_06-09-2023-21.04,23.75,33.20,69.50
03073,70200,71801,AVE,2023-09-06 07:54:00,2023-09-06 10:42:00,0 days 02:48:00,03073_06-09-2023-07.54,64.10,71.00,90.00
03173,70200,71801,AVE,2023-09-06 17:54:00,2023-09-06 20:42:00,0 days 02:48:00,03173_06-09-2023-17.54,74.75,85.45,118.45
06309,70200,71801,AVLO,2023-09-06 19:54:00,2023-09-06 22:46:00,0 days 02:52:00,06309_06-09-2023-19.54,39.00,,
03203,70200,71801,AVE,2023-09-06 21:04:00,2023-09-06 23:55:00,0 days 02:51:00,03203_06-09-2023-21.04,26.70,37.40,75.80
06309,70200,79300,AVLO,2023-09-06 19:54:00,2023-09-06 23:34:00,0 days 03:40:00,06309_06-09-2023-19.54,49.00,,
06309,70200,04307,AVLO,2023-09-06 19:54:00,2023-09-06 23:51:00,0 days 03:57:00,06309_06-09-2023-19.54,49.00,,
03063,70600,04040,AVE,2023-09-06 07:26:00,2023-09-06 07:51:00,0 days 00:25:00,03063_06-09-2023-07.26,37.90,41.70,69.40
03113,70600,04040,AVE,2023-09-06 12:26:00,2023-09-06 12:51:00,0 days 00:25:00,03113_06-09-2023-12.26,37.90,41.70,69.40
03143,70600,04040,AVE,2023-09-06 15:26:00,2023-09-06 15:51:00,0 days 00:25:00,03143_06-09-2023-15.26,45.50,49.25,69.40
03153,70600,04040,AVE,2023-09-06 16:26:00,2023-09-06 16:51:00,0 days 00:25:00,03153_06-09-2023-16.26,41.70,45.50,69.40
03393,70600,04040,AVE,2023-09-06 20:06:00,2023-09-06 20:30:00,0 days 00:24:00,03393_06-09-2023-20.06,37.90,41.70,69.40
06309,70600,04040,AVLO,2023-09-06 20:30:00,2023-09-06 20:55:00,0 days 00:25:00,06309_06-09-2023-20.30,29.00,,
03203,70600,04040,AVE,2023-09-06 21:41:00,2023-09-06 22:05:00,0 days 00:24:00,03203_06-09-2023-21.41,37.90,41.70,69.40
03113,70600,78400,AVE,2023-09-06 12:26:00,2023-09-06 13:35:00,0 days 01:09:00,03113_06-09-2023-12.26,18.40,24.50,84.20
03153,70600,78400,AVE,2023-09-06 16:26:00,2023-09-06 17:35:00,0 days 01:09:00,03153_06-09-2023-16.26,55.15,61.30,92.40
06309,70600,78400,AVLO,2023-09-06 20:30:00,2023-09-06 21:39:00,0 days 01:09:00,06309_06-09-2023-20.30,39.00,,
03203,70600,78400,AVE,2023-09-06 21:41:00,2023-09-06 22:49:00,0 days 01:08:00,03203_06-09-2023-21.41,18.40,24.50,55.70
03113,70600,71500,AVE,2023-09-06 12:26:00,2023-09-06 14:04:00,0 days 01:38:00,03113_06-09-2023-12.26,18.40,25.75,87.50
03153,70600,71500,AVE,2023-09-06 16:26:00,2023-09-06 18:04:00,0 days 01:38:00,03153_06-09-2023-16.26,58.90,66.25,97.30
06309,70600,71500,AVLO,2023-09-06 20:30:00,2023-09-06 22:08:00,0 days 01:38:00,06309_06-09-2023-20.30,39.00,,
03203,70600,71500,AVE,2023-09-06 21:41:00,2023-09-06 23:18:00,0 days 01:37:00,03203_06-09-2023-21.41,18.40,25.75,58.15
03063,70600,71801,AVE,2023-09-06 07:26:00,2023-09-06 09:20:00,0 days 01:54:00,03063_06-09-2023-07.26,43.80,52.45,71.45
03113,70600,71801,AVE,2023-09-06 12:26:00,2023-09-06 14:42:00,0 days 02:16:00,03113_06-09-2023-12.26,21.90,30.65,100.55
03143,70600,71801,AVE,2023-09-06 15:26:00,2023-09-06 17:20:00,0 days 01:54:00,03143_06-09-2023-15.26,96.35,93.20,112.20
03153,70600,71801,AVE,2023-09-06 16:26:00,2023-09-06 18:42:00,0 days 02:16:00,03153_06-09-2023-16.26,70.10,78.85,112.20
06309,70600,71801,AVLO,2023-09-06 20:30:00,2023-09-06 22:46:00,0 days 02:16:00,06309_06-09-2023-20.30,39.00,,
03203,70600,71801,AVE,2023-09-06 21:41:00,2023-09-06 23:55:00,0 days 02:14:00,03203_06-09-2023-21.41,21.90,30.65,65.60
03143,70600,79300,AVE,2023-09-06 15:26:00,2023-09-06 18:08:00,0 days 02:42:00,03143_06-09-2023-15.26,,105.85,124.85
06309,70600,79300,AVLO,2023-09-06 20:30:00,2023-09-06 23:34:00,0 days 03:04:00,06309_06-09-2023-20.30,49.00,,
03143,70600,04307,AVE,2023-09-06 15:26:00,2023-09-06 18:25:00,0 days 02:59:00,03143_06-09-2023-15.26,,110.25,129.25
06309,70600,04307,AVLO,2023-09-06 20:30:00,2023-09-06 23:51:00,0 days 03:21:00,06309_06-09-2023-20.30,49.00,,
03073,04040,78400,AVE,2023-09-06 08:52:00,2023-09-06 09:35:00,0 days 00:43:00,03073_06-09-2023-08.52,33.10,37.75,56.75
03093,04040,78400,AVE,2023-09-06 10:46:00,2023-09-06 11:29:00,0 days 00:43:00,03093_06-09-2023-10.46,33.10,37.85,81.90
03113,04040,78400,AVE,2023-09-06 12:52:00,2023-09-06 13:35:00,0 days 00:43:00,03113_06-09-2023-12.52,14.20,18.90,47.30
03943,04040,78400,AVE,2023-09-06 12:57:00,2023-09-06 13:38:00,0 days 00:41:00,03943_06-09-2023-12.57,10.10,13.00,53.60
03123,04040,78400,AVE,2023-09-06 13:46:00,2023-09-06 14:29:00,0 days 00:43:00,03123_06-09-2023-13.46,28.40,31.45,50.45
03153,04040,78400,AVE,2023-09-06 16:52:00,2023-09-06 17:35:00,0 days 00:43:00,03153_06-09-2023-16.52,37.85,42.55,69.35
03173,04040,78400,AVE,2023-09-06 18:52:00,2023-09-06 19:35:00,0 days 00:43:00,03173_06-09-2023-18.52,37.85,42.55,69.35
03941,04040,78400,AVE,2023-09-06 20:00:00,2023-09-06 20:48:00,0 days 00:48:00,03941_06-09-2023-20.00,10.10,13.00,53.60
06309,04040,78400,AVLO,2023-09-06 20:56:00,2023-09-06 21:39:00,0 days 00:43:00,06309_06-09-2023-20.56,25.00,,
03991,04040,78400,AVE,2023-09-06 21:11:00,2023-09-06 21:52:00,0 days 00:41:00,03991_06-09-2023-21.11,10.10,13.00,49.75
03931,04040,78400,AVE,2023-09-06 21:11:00,2023-09-06 21:52:00,0 days 00:41:00,03931_06-09-2023-21.11,10.10,13.00,49.75
03203,04040,78400,AVE,2023-09-06 22:06:00,2023-09-06 22:49:00,0 days 00:43:00,03203_06-09-2023-22.06,14.20,18.90,47.30
03073,04040,71500,AVE,2023-09-06 08:52:00,2023-09-06 10:04:00,0 days 01:12:00,03073_06-09-2023-08.52,72.60,78.65,123.60
03093,04040,71500,AVE,2023-09-06 10:46:00,2023-09-06 11:58:00,0 days 01:12:00,03093_06-09-2023-10.46,72.60,78.65,123.60
03113,04040,71500,AVE,2023-09-06 12:52:00,2023-09-06 14:04:00,0 days 01:12:00,03113_06-09-2023-12.52,72.60,78.65,123.60
03943,04040,71500,AVE,2023-09-06 12:57:00,2023-09-06 14:08:00,0 days 01:11:00,03943_06-09-2023-12.57,19.00,25.00,92.30
03153,04040,71500,AVE,2023-09-06 16:52:00,2023-09-06 18:04:00,0 days 01:12:00,03153_06-09-2023-16.52,72.60,78.65,123.60
03173,04040,71500,AVE,2023-09-06 18:52:00,2023-09-06 20:04:00,0 days 01:12:00,03173_06-09-2023-18.52,72.60,78.65,123.60
03183,04040,71500,AVE,2023-09-06 19:46:00,2023-09-06 20:44:00,0 days 00:58:00,03183_06-09-2023-19.46,72.60,78.65,123.60
03941,04040,71500,AVE,2023-09-06 20:00:00,2023-09-06 21:14:00,0 days 01:14:00,03941_06-09-2023-20.00,19.00,25.00,92.30
06309,04040,71500,AVLO,2023-09-06 20:56:00,2023-09-06 22:08:00,0 days 01:12:00,06309_06-09-2023-20.56,35.00,,
03991,04040,71500,AVE,2023-09-06 21:11:00,2023-09-06 22:20:00,0 days 01:09:00,03991_06-09-2023-21.11,19.00,25.00,92.30
03931,04040,71500,AVE,2023-09-06 21:11:00,2023-09-06 22:20:00,0 days 01:09:00,03931_06-09-2023-21.11,50.90,55.10,92.30
03203,04040,71500,AVE,2023-09-06 22:06:00,2023-09-06 23:18:00,0 days 01:12:00,03203_06-09-2023-22.06,72.60,78.65,123.60
03063,04040,71801,AVE,2023-09-06 07:52:00,2023-09-06 09:20:00,0 days 01:28:00,03063_06-09-2023-07.52,37.80,45.25,64.25
03073,04040,71801,AVE,2023-09-06 08:52:00,2023-09-06 10:42:00,0 days 01:50:00,03073_06-09-2023-08.52,45.35,50.25,69.25
03083,04040,71801,AVE,2023-09-06 09:46:00,2023-09-06 11:15:00,0 days 01:29:00,03083_06-09-2023-09.46,45.35,52.90,89.40
03093,04040,71801,AVE,2023-09-06 10:46:00,2023-09-06 12:37:00,0 days 01:51:00,03093_06-09-2023-10.46,68.05,75.60,109.50
06303,04040,71801,AVLO,2023-09-06 11:45:00,2023-09-06 13:15:00,0 days 01:30:00,06303_06-09-2023-11.45,19.00,,
03113,04040,71801,AVE,2023-09-06 12:52:00,2023-09-06 14:42:00,0 days 01:50:00,03113_06-09-2023-12.52,18.90,26.45,59.20
03943,04040,71801,AVE,2023-09-06 12:57:00,2023-09-06 14:45:00,0 days 01:48:00,03943_06-09-2023-12.57,19.00,25.00,86.55
03123,04040,71801,AVE,2023-09-06 13:46:00,2023-09-06 15:40:00,0 days 01:54:00,03123_06-09-2023-13.46,37.80,45.35,89.40
03143,04040,71801,AVE,2023-09-06 15:52:00,2023-09-06 17:20:00,0 days 01:28:00,03143_06-09-2023-15.52,83.15,80.45,99.45
03153,04040,71801,AVE,2023-09-06 16:52:00,2023-09-06 18:42:00,0 days 01:50:00,03153_06-09-2023-16.52,52.90,60.50,89.40
03163,04040,71801,AVE,2023-09-06 17:46:00,2023-09-06 19:15:00,0 days 01:29:00,03163_06-09-2023-17.46,68.05,75.60,109.50
03173,04040,71801,AVE,2023-09-06 18:52:00,2023-09-06 20:42:00,0 days 01:50:00,03173_06-09-2023-18.52,52.90,60.50,89.40
03183,04040,71801,AVE,2023-09-06 19:46:00,2023-09-06 21:20:00,0 days 01:34:00,03183_06-09-2023-19.46,45.35,50.25,69.25
03941,04040,71801,AVE,2023-09-06 20:00:00,2023-09-06 21:50:00,0 days 01:50:00,03941_06-09-2023-20.00,19.00,25.00,86.55
06309,04040,71801,AVLO,2023-09-06 20:56:00,2023-09-06 22:46:00,0 days 01:50:00,06309_06-09-2023-20.56,25.00,,
03931,04040,71801,AVE,2023-09-06 21:11:00,2023-09-06 23:00:00,0 days 01:49:00,03931_06-09-2023-21.11,19.05,25.40,78.10
03991,04040,71801,AVE,2023-09-06 21:11:00,2023-09-06 23:00:00,0 days 01:49:00,03991_06-09-2023-21.11,19.00,25.00,78.10
03203,04040,71801,AVE,2023-09-06 22:06:00,2023-09-06 23:55:00,0 days 01:49:00,03203_06-09-2023-22.06,18.90,26.45,59.20
03093,04040,79300,AVE,2023-09-06 10:46:00,2023-09-06 13:23:00,0 days 02:37:00,03093_06-09-2023-10.46,79.75,88.60,125.05
03123,04040,79300,AVE,2023-09-06 13:46:00,2023-09-06 16:28:00,0 days 02:42:00,03123_06-09-2023-13.46,62.00,70.90,101.50
03143,04040,79300,AVE,2023-09-06 15:52:00,2023-09-06 18:08:00,0 days 02:16:00,03143_06-09-2023-15.52,,94.25,113.25
03163,04040,79300,AVE,2023-09-06 17:46:00,2023-09-06 20:11:00,0 days 02:25:00,03163_06-09-2023-17.46,79.75,88.60,125.05
06309,04040,79300,AVLO,2023-09-06 20:56:00,2023-09-06 23:34:00,0 days 02:38:00,06309_06-09-2023-20.56,29.00,,
03093,04040,04307,AVE,2023-09-06 10:46:00,2023-09-06 13:40:00,0 days 02:54:00,03093_06-09-2023-10.46,83.90,93.20,130.55
03123,04040,04307,AVE,2023-09-06 13:46:00,2023-09-06 16:45:00,0 days 02:59:00,03123_06-09-2023-13.46,65.25,74.55,105.75
03143,04040,04307,AVE,2023-09-06 15:52:00,2023-09-06 18:25:00,0 days 02:33:00,03143_06-09-2023-15.52,,99.15,118.15
03163,04040,04307,AVE,2023-09-06 17:46:00,2023-09-06 20:28:00,0 days 02:42:00,03163_06-09-2023-17.46,83.90,93.20,130.55
06309,04040,04307,AVLO,2023-09-06 20:56:00,2023-09-06 23:51:00,0 days 02:55:00,06309_06-09-2023-20.56,29.00,,
03073,78400,71500,AVE,2023-09-06 09:37:00,2023-09-06 10:04:00,0 days 00:27:00,03073_06-09-2023-09.37,37.10,40.80,68.35
03093,78400,71500,AVE,2023-09-06 11:31:00,2023-09-06 11:58:00,0 days 00:27:00,03093_06-09-2023-11.31,37.10,40.80,73.30
03113,78400,71500,AVE,2023-09-06 13:37:00,2023-09-06 14:04:00,0 days 00:27:00,03113_06-09-2023-13.37,37.10,40.80,68.35
03943,78400,71500,AVE,2023-09-06 13:40:00,2023-09-06 14:08:00,0 days 00:28:00,03943_06-09-2023-13.40,19.00,23.45,47.35
03153,78400,71500,AVE,2023-09-06 17:37:00,2023-09-06 18:04:00,0 days 00:27:00,03153_06-09-2023-17.37,37.10,40.80,68.35
03173,78400,71500,AVE,2023-09-06 19:37:00,2023-09-06 20:04:00,0 days 00:27:00,03173_06-09-2023-19.37,37.10,40.80,68.35
03941,78400,71500,AVE,2023-09-06 20:50:00,2023-09-06 21:14:00,0 days 00:24:00,03941_06-09-2023-20.50,19.00,23.45,47.35
03991,78400,71500,AVE,2023-09-06 21:54:00,2023-09-06 22:20:00,0 days 00:26:00,03991_06-09-2023-21.54,19.00,23.45,47.35
03931,78400,71500,AVE,2023-09-06 21:54:00,2023-09-06 22:20:00,0 days 00:26:00,03931_06-09-2023-21.54,19.00,23.45,47.35
