stop_id,stop_name,stop_lat,stop_lon
60000,Madrid Puerta de Atocha,40.406442,-3.690886
04007,Guadalajara Yebes,40.6441032,-3.1822298
70600,Calatayud,41.346692,-1.63868
04040,Zaragoza Delicias,41.658649,-0.911615
78400,Lleida Pirineus,41.620696,0.632669
71500,Camp de Tarragona,41.111624,1.253214
71801,Barcelona Sants,41.37922,2.140624
04307,Figueres Vilafant,42.264771,2.943547
