service_id,trip_id,train_type,departure,arrival,duration
03171_14-02-2023-17.00,03171,AVE,2023-02-14 17:00:00,2023-02-14 19:30:00,2:30
03173_14-02-2023-17.30,03173,AVE,2023-02-14 17:30:00,2023-02-14 20:42:00,3:12
03183_14-02-2023-18.30,03183,AVE,2023-02-14 18:30:00,2023-02-14 21:20:00,2:50
03191_14-02-2023-19.00,03191,AVE,2023-02-14 19:00:00,2023-02-14 21:30:00,2:30
03201_14-02-2023-20.00,03201,AVE,2023-02-14 20:00:00,2023-02-14 22:30:00,2:30
03203_14-02-2023-20.40,03203,AVE,2023-02-14 20:40:00,2023-02-14 23:55:00,3:15
03211_14-02-2023-21.10,03211,AVE,2023-02-14 21:10:00,2023-02-14 23:40:00,2:30
03063_15-02-2023-06.30,03063,AVE,2023-02-15 06:30:00,2023-02-15 09:20:00,2:50
03071_15-02-2023-07.00,03071,AVE,2023-02-15 07:00:00,2023-02-15 09:30:00,2:30
03073_15-02-2023-07.30,03073,AVE,2023-02-15 07:30:00,2023-02-15 10:42:00,3:12
03081_15-02-2023-08.00,03081,AVE,2023-02-15 08:00:00,2023-02-15 10:30:00,2:30
03083_15-02-2023-08.30,03083,AVE,2023-02-15 08:30:00,2023-02-15 11:15:00,2:45
03091_15-02-2023-09.00,03091,AVE,2023-02-15 09:00:00,2023-02-15 11:30:00,2:30
03093_15-02-2023-09.30,03093,AVE,2023-02-15 09:30:00,2023-02-15 12:37:00,3:7
03113_15-02-2023-11.30,03113,AVE,2023-02-15 11:30:00,2023-02-15 14:42:00,3:12
03123_15-02-2023-12.30,03123,AVE,2023-02-15 12:30:00,2023-02-15 15:40:00,3:10
03131_15-02-2023-13.00,03131,AVE,2023-02-15 13:00:00,2023-02-15 15:30:00,2:30
19725_15-02-2023-13.25,19725,AVE,2023-02-15 13:25:00,2023-02-15 16:22:00,2:57
03143_15-02-2023-14.30,03143,AVE,2023-02-15 14:30:00,2023-02-15 17:20:00,2:50
03151_15-02-2023-15.00,03151,AVE,2023-02-15 15:00:00,2023-02-15 17:29:00,2:29
03153_15-02-2023-15.30,03153,AVE,2023-02-15 15:30:00,2023-02-15 18:42:00,3:12
03161_15-02-2023-16.00,03161,AVE,2023-02-15 16:00:00,2023-02-15 18:30:00,2:30
03163_15-02-2023-16.30,03163,AVE,2023-02-15 16:30:00,2023-02-15 19:15:00,2:45
03171_15-02-2023-17.00,03171,AVE,2023-02-15 17:00:00,2023-02-15 19:30:00,2:30
03173_15-02-2023-17.30,03173,AVE,2023-02-15 17:30:00,2023-02-15 20:42:00,3:12
03183_15-02-2023-18.30,03183,AVE,2023-02-15 18:30:00,2023-02-15 21:20:00,2:50
03191_15-02-2023-19.00,03191,AVE,2023-02-15 19:00:00,2023-02-15 21:30:00,2:30
03201_15-02-2023-20.00,03201,AVE,2023-02-15 20:00:00,2023-02-15 22:30:00,2:30
03203_15-02-2023-20.40,03203,AVE,2023-02-15 20:40:00,2023-02-15 23:55:00,3:15
03211_15-02-2023-21.10,03211,AVE,2023-02-15 21:10:00,2023-02-15 23:40:00,2:30
03063_16-02-2023-06.30,03063,AVE,2023-02-16 06:30:00,2023-02-16 09:20:00,2:50
03071_16-02-2023-07.00,03071,AVE,2023-02-16 07:00:00,2023-02-16 09:30:00,2:30
03073_16-02-2023-07.30,03073,AVE,2023-02-16 07:30:00,2023-02-16 10:42:00,3:12
03081_16-02-2023-08.00,03081,AVE,2023-02-16 08:00:00,2023-02-16 10:30:00,2:30
03083_16-02-2023-08.30,03083,AVE,2023-02-16 08:30:00,2023-02-16 11:15:00,2:45
03091_16-02-2023-09.00,03091,AVE,2023-02-16 09:00:00,2023-02-16 11:30:00,2:30
03093_16-02-2023-09.30,03093,AVE,2023-02-16 09:30:00,2023-02-16 12:37:00,3:7
03113_16-02-2023-11.30,03113,AVE,2023-02-16 11:30:00,2023-02-16 14:42:00,3:12
03123_16-02-2023-12.30,03123,AVE,2023-02-16 12:30:00,2023-02-16 15:40:00,3:10
03131_16-02-2023-13.00,03131,AVE,2023-02-16 13:00:00,2023-02-16 15:30:00,2:30
19725_16-02-2023-13.25,19725,AVE,2023-02-16 13:25:00,2023-02-16 16:22:00,2:57
03143_16-02-2023-14.30,03143,AVE,2023-02-16 14:30:00,2023-02-16 17:20:00,2:50
03151_16-02-2023-15.00,03151,AVE,2023-02-16 15:00:00,2023-02-16 17:29:00,2:29
03153_16-02-2023-15.30,03153,AVE,2023-02-16 15:30:00,2023-02-16 18:42:00,3:12
03161_16-02-2023-16.00,03161,AVE,2023-02-16 16:00:00,2023-02-16 18:30:00,2:30
03163_16-02-2023-16.30,03163,AVE,2023-02-16 16:30:00,2023-02-16 19:15:00,2:45
03171_16-02-2023-17.00,03171,AVE,2023-02-16 17:00:00,2023-02-16 19:30:00,2:30
03173_16-02-2023-17.30,03173,AVE,2023-02-16 17:30:00,2023-02-16 20:42:00,3:12
03183_16-02-2023-18.30,03183,AVE,2023-02-16 18:30:00,2023-02-16 21:20:00,2:50
03191_16-02-2023-19.00,03191,AVE,2023-02-16 19:00:00,2023-02-16 21:30:00,2:30
03201_16-02-2023-20.00,03201,AVE,2023-02-16 20:00:00,2023-02-16 22:30:00,2:30
03203_16-02-2023-20.40,03203,AVE,2023-02-16 20:40:00,2023-02-16 23:55:00,3:15
03211_16-02-2023-21.10,03211,AVE,2023-02-16 21:10:00,2023-02-16 23:40:00,2:30
03063_17-02-2023-06.30,03063,AVE,2023-02-17 06:30:00,2023-02-17 09:20:00,2:50
03071_17-02-2023-07.00,03071,AVE,2023-02-17 07:00:00,2023-02-17 09:30:00,2:30
03073_17-02-2023-07.30,03073,AVE,2023-02-17 07:30:00,2023-02-17 10:42:00,3:12
03081_17-02-2023-08.00,03081,AVE,2023-02-17 08:00:00,2023-02-17 10:30:00,2:30
03091_17-02-2023-09.00,03091,AVE,2023-02-17 09:00:00,2023-02-17 11:30:00,2:30
03093_17-02-2023-09.30,03093,AVE,2023-02-17 09:30:00,2023-02-17 12:37:00,3:7
03113_17-02-2023-11.30,03113,AVE,2023-02-17 11:30:00,2023-02-17 14:42:00,3:12
03123_17-02-2023-12.30,03123,AVE,2023-02-17 12:30:00,2023-02-17 15:40:00,3:10
19725_17-02-2023-13.25,19725,AVE,2023-02-17 13:25:00,2023-02-17 16:22:00,2:57
03143_17-02-2023-14.30,03143,AVE,2023-02-17 14:30:00,2023-02-17 17:20:00,2:50
03151_17-02-2023-15.00,03151,AVE,2023-02-17 15:00:00,2023-02-17 17:29:00,2:29
03153_17-02-2023-15.30,03153,AVE,2023-02-17 15:30:00,2023-02-17 18:42:00,3:12
03161_17-02-2023-16.00,03161,AVE,2023-02-17 16:00:00,2023-02-17 18:30:00,2:30
03163_17-02-2023-16.30,03163,AVE,2023-02-17 16:30:00,2023-02-17 19:15:00,2:45
03171_17-02-2023-17.00,03171,AVE,2023-02-17 17:00:00,2023-02-17 19:30:00,2:30
03173_17-02-2023-17.30,03173,AVE,2023-02-17 17:30:00,2023-02-17 20:42:00,3:12
03183_17-02-2023-18.30,03183,AVE,2023-02-17 18:30:00,2023-02-17 21:20:00,2:50
03191_17-02-2023-19.00,03191,AVE,2023-02-17 19:00:00,2023-02-17 21:30:00,2:30
03201_17-02-2023-20.00,03201,AVE,2023-02-17 20:00:00,2023-02-17 22:30:00,2:30
03203_17-02-2023-20.40,03203,AVE,2023-02-17 20:40:00,2023-02-17 23:55:00,3:15
03211_17-02-2023-21.10,03211,AVE,2023-02-17 21:10:00,2023-02-17 23:40:00,2:30
03073_18-02-2023-07.30,03073,AVE,2023-02-18 07:30:00,2023-02-18 10:42:00,3:12
03083_18-02-2023-08.30,03083,AVE,2023-02-18 08:30:00,2023-02-18 11:15:00,2:45
03091_18-02-2023-09.00,03091,AVE,2023-02-18 09:00:00,2023-02-18 11:30:00,2:30
03093_18-02-2023-09.30,03093,AVE,2023-02-18 09:30:00,2023-02-18 12:37:00,3:7
03113_18-02-2023-11.30,03113,AVE,2023-02-18 11:30:00,2023-02-18 14:42:00,3:12
03123_18-02-2023-12.30,03123,AVE,2023-02-18 12:30:00,2023-02-18 15:40:00,3:10
19725_18-02-2023-13.25,19725,AVE,2023-02-18 13:25:00,2023-02-18 16:22:00,2:57
03153_18-02-2023-15.30,03153,AVE,2023-02-18 15:30:00,2023-02-18 18:42:00,3:12
03163_18-02-2023-16.30,03163,AVE,2023-02-18 16:30:00,2023-02-18 19:15:00,2:45
03173_18-02-2023-17.30,03173,AVE,2023-02-18 17:30:00,2023-02-18 20:42:00,3:12
03183_18-02-2023-18.30,03183,AVE,2023-02-18 18:30:00,2023-02-18 21:20:00,2:50
03203_18-02-2023-20.40,03203,AVE,2023-02-18 20:40:00,2023-02-18 23:55:00,3:15
03073_19-02-2023-07.30,03073,AVE,2023-02-19 07:30:00,2023-02-19 10:42:00,3:12
03083_19-02-2023-08.30,03083,AVE,2023-02-19 08:30:00,2023-02-19 11:15:00,2:45
03093_19-02-2023-09.30,03093,AVE,2023-02-19 09:30:00,2023-02-19 12:37:00,3:7
03113_19-02-2023-11.30,03113,AVE,2023-02-19 11:30:00,2023-02-19 14:42:00,3:12
03123_19-02-2023-12.30,03123,AVE,2023-02-19 12:30:00,2023-02-19 15:40:00,3:10
03131_19-02-2023-13.00,03131,AVE,2023-02-19 13:00:00,2023-02-19 15:30:00,2:30
19725_19-02-2023-13.25,19725,AVE,2023-02-19 13:25:00,2023-02-19 16:22:00,2:57
03143_19-02-2023-14.30,03143,AVE,2023-02-19 14:30:00,2023-02-19 17:20:00,2:50
03153_19-02-2023-15.30,03153,AVE,2023-02-19 15:30:00,2023-02-19 18:42:00,3:12
03161_19-02-2023-16.00,03161,AVE,2023-02-19 16:00:00,2023-02-19 18:30:00,2:30
03163_19-02-2023-16.30,03163,AVE,2023-02-19 16:30:00,2023-02-19 19:15:00,2:45
03171_19-02-2023-17.00,03171,AVE,2023-02-19 17:00:00,2023-02-19 19:30:00,2:30
03173_19-02-2023-17.30,03173,AVE,2023-02-19 17:30:00,2023-02-19 20:42:00,3:12
03183_19-02-2023-18.30,03183,AVE,2023-02-19 18:30:00,2023-02-19 21:20:00,2:50
03191_19-02-2023-19.00,03191,AVE,2023-02-19 19:00:00,2023-02-19 21:30:00,2:30
03201_19-02-2023-20.00,03201,AVE,2023-02-19 20:00:00,2023-02-19 22:30:00,2:30
03203_19-02-2023-20.40,03203,AVE,2023-02-19 20:40:00,2023-02-19 23:55:00,3:15
03211_19-02-2023-21.10,03211,AVE,2023-02-19 21:10:00,2023-02-19 23:40:00,2:30
03063_20-02-2023-06.30,03063,AVE,2023-02-20 06:30:00,2023-02-20 09:20:00,2:50
03071_20-02-2023-07.00,03071,AVE,2023-02-20 07:00:00,2023-02-20 09:30:00,2:30
03073_20-02-2023-07.30,03073,AVE,2023-02-20 07:30:00,2023-02-20 10:42:00,3:12
03081_20-02-2023-08.00,03081,AVE,2023-02-20 08:00:00,2023-02-20 10:30:00,2:30
03083_20-02-2023-08.30,03083,AVE,2023-02-20 08:30:00,2023-02-20 11:15:00,2:45
03091_20-02-2023-09.00,03091,AVE,2023-02-20 09:00:00,2023-02-20 11:30:00,2:30
03093_20-02-2023-09.30,03093,AVE,2023-02-20 09:30:00,2023-02-20 12:37:00,3:7
03113_20-02-2023-11.30,03113,AVE,2023-02-20 11:30:00,2023-02-20 14:42:00,3:12
03123_20-02-2023-12.30,03123,AVE,2023-02-20 12:30:00,2023-02-20 15:40:00,3:10
03131_20-02-2023-13.00,03131,AVE,2023-02-20 13:00:00,2023-02-20 15:30:00,2:30
19725_20-02-2023-13.25,19725,AVE,2023-02-20 13:25:00,2023-02-20 16:22:00,2:57
03143_20-02-2023-14.30,03143,AVE,2023-02-20 14:30:00,2023-02-20 17:20:00,2:50
03151_20-02-2023-15.00,03151,AVE,2023-02-20 15:00:00,2023-02-20 17:29:00,2:29
03153_20-02-2023-15.30,03153,AVE,2023-02-20 15:30:00,2023-02-20 18:42:00,3:12
03161_20-02-2023-16.00,03161,AVE,2023-02-20 16:00:00,2023-02-20 18:30:00,2:30
03163_20-02-2023-16.30,03163,AVE,2023-02-20 16:30:00,2023-02-20 19:15:00,2:45
03171_20-02-2023-17.00,03171,AVE,2023-02-20 17:00:00,2023-02-20 19:30:00,2:30
03173_20-02-2023-17.30,03173,AVE,2023-02-20 17:30:00,2023-02-20 20:42:00,3:12
03183_20-02-2023-18.30,03183,AVE,2023-02-20 18:30:00,2023-02-20 21:20:00,2:50
03191_20-02-2023-19.00,03191,AVE,2023-02-20 19:00:00,2023-02-20 21:30:00,2:30
03201_20-02-2023-20.00,03201,AVE,2023-02-20 20:00:00,2023-02-20 22:30:00,2:30
03203_20-02-2023-20.40,03203,AVE,2023-02-20 20:40:00,2023-02-20 23:55:00,3:15
03211_20-02-2023-21.10,03211,AVE,2023-02-20 21:10:00,2023-02-20 23:40:00,2:30
03063_21-02-2023-06.30,03063,AVE,2023-02-21 06:30:00,2023-02-21 09:20:00,2:50
03071_21-02-2023-07.00,03071,AVE,2023-02-21 07:00:00,2023-02-21 09:30:00,2:30
03073_21-02-2023-07.30,03073,AVE,2023-02-21 07:30:00,2023-02-21 10:42:00,3:12
03081_21-02-2023-08.00,03081,AVE,2023-02-21 08:00:00,2023-02-21 10:30:00,2:30
03083_21-02-2023-08.30,03083,AVE,2023-02-21 08:30:00,2023-02-21 11:15:00,2:45
03091_21-02-2023-09.00,03091,AVE,2023-02-21 09:00:00,2023-02-21 11:30:00,2:30
03093_21-02-2023-09.30,03093,AVE,2023-02-21 09:30:00,2023-02-21 12:37:00,3:7
03113_21-02-2023-11.30,03113,AVE,2023-02-21 11:30:00,2023-02-21 14:42:00,3:12
03123_21-02-2023-12.30,03123,AVE,2023-02-21 12:30:00,2023-02-21 15:40:00,3:10
03131_21-02-2023-13.00,03131,AVE,2023-02-21 13:00:00,2023-02-21 15:30:00,2:30
19725_21-02-2023-13.25,19725,AVE,2023-02-21 13:25:00,2023-02-21 16:22:00,2:57
03143_21-02-2023-14.30,03143,AVE,2023-02-21 14:30:00,2023-02-21 17:20:00,2:50
03151_21-02-2023-15.00,03151,AVE,2023-02-21 15:00:00,2023-02-21 17:29:00,2:29
03153_21-02-2023-15.30,03153,AVE,2023-02-21 15:30:00,2023-02-21 18:42:00,3:12
03161_21-02-2023-16.00,03161,AVE,2023-02-21 16:00:00,2023-02-21 18:30:00,2:30
03163_21-02-2023-16.30,03163,AVE,2023-02-21 16:30:00,2023-02-21 19:15:00,2:45
03171_21-02-2023-17.00,03171,AVE,2023-02-21 17:00:00,2023-02-21 19:30:00,2:30
03173_21-02-2023-17.30,03173,AVE,2023-02-21 17:30:00,2023-02-21 20:42:00,3:12
03183_21-02-2023-18.30,03183,AVE,2023-02-21 18:30:00,2023-02-21 21:20:00,2:50
03191_21-02-2023-19.00,03191,AVE,2023-02-21 19:00:00,2023-02-21 21:30:00,2:30
03201_21-02-2023-20.00,03201,AVE,2023-02-21 20:00:00,2023-02-21 22:30:00,2:30
03203_21-02-2023-20.40,03203,AVE,2023-02-21 20:40:00,2023-02-21 23:55:00,3:15
03211_21-02-2023-21.10,03211,AVE,2023-02-21 21:10:00,2023-02-21 23:40:00,2:30
03063_22-02-2023-06.30,03063,AVE,2023-02-22 06:30:00,2023-02-22 09:20:00,2:50
03071_22-02-2023-07.00,03071,AVE,2023-02-22 07:00:00,2023-02-22 09:30:00,2:30
03073_22-02-2023-07.30,03073,AVE,2023-02-22 07:30:00,2023-02-22 10:42:00,3:12
03081_22-02-2023-08.00,03081,AVE,2023-02-22 08:00:00,2023-02-22 10:30:00,2:30
03083_22-02-2023-08.30,03083,AVE,2023-02-22 08:30:00,2023-02-22 11:15:00,2:45
03091_22-02-2023-09.00,03091,AVE,2023-02-22 09:00:00,2023-02-22 11:30:00,2:30
03093_22-02-2023-09.30,03093,AVE,2023-02-22 09:30:00,2023-02-22 12:37:00,3:7
03113_22-02-2023-11.30,03113,AVE,2023-02-22 11:30:00,2023-02-22 14:42:00,3:12
03123_22-02-2023-12.30,03123,AVE,2023-02-22 12:30:00,2023-02-22 15:40:00,3:10
03131_22-02-2023-13.00,03131,AVE,2023-02-22 13:00:00,2023-02-22 15:30:00,2:30
19725_22-02-2023-13.25,19725,AVE,2023-02-22 13:25:00,2023-02-22 16:22:00,2:57
03143_22-02-2023-14.30,03143,AVE,2023-02-22 14:30:00,2023-02-22 17:20:00,2:50
03151_22-02-2023-15.00,03151,AVE,2023-02-22 15:00:00,2023-02-22 17:29:00,2:29
03153_22-02-2023-15.30,03153,AVE,2023-02-22 15:30:00,2023-02-22 18:42:00,3:12
03161_22-02-2023-16.00,03161,AVE,2023-02-22 16:00:00,2023-02-22 18:30:00,2:30
03163_22-02-2023-16.30,03163,AVE,2023-02-22 16:30:00,2023-02-22 19:15:00,2:45
03171_22-02-2023-17.00,03171,AVE,2023-02-22 17:00:00,2023-02-22 19:30:00,2:30
03173_22-02-2023-17.30,03173,AVE,2023-02-22 17:30:00,2023-02-22 20:42:00,3:12
03183_22-02-2023-18.30,03183,AVE,2023-02-22 18:30:00,2023-02-22 21:20:00,2:50
03191_22-02-2023-19.00,03191,AVE,2023-02-22 19:00:00,2023-02-22 21:30:00,2:30
03201_22-02-2023-20.00,03201,AVE,2023-02-22 20:00:00,2023-02-22 22:30:00,2:30
03203_22-02-2023-20.40,03203,AVE,2023-02-22 20:40:00,2023-02-22 23:55:00,3:15
03211_22-02-2023-21.10,03211,AVE,2023-02-22 21:10:00,2023-02-22 23:40:00,2:30
03063_23-02-2023-06.30,03063,AVE,2023-02-23 06:30:00,2023-02-23 09:20:00,2:50
03071_23-02-2023-07.00,03071,AVE,2023-02-23 07:00:00,2023-02-23 09:30:00,2:30
03073_23-02-2023-07.30,03073,AVE,2023-02-23 07:30:00,2023-02-23 10:42:00,3:12
03081_23-02-2023-08.00,03081,AVE,2023-02-23 08:00:00,2023-02-23 10:30:00,2:30
03083_23-02-2023-08.30,03083,AVE,2023-02-23 08:30:00,2023-02-23 11:15:00,2:45
03091_23-02-2023-09.00,03091,AVE,2023-02-23 09:00:00,2023-02-23 11:30:00,2:30
03093_23-02-2023-09.30,03093,AVE,2023-02-23 09:30:00,2023-02-23 12:37:00,3:7
03113_23-02-2023-11.30,03113,AVE,2023-02-23 11:30:00,2023-02-23 14:42:00,3:12
03123_23-02-2023-12.30,03123,AVE,2023-02-23 12:30:00,2023-02-23 15:40:00,3:10
03131_23-02-2023-13.00,03131,AVE,2023-02-23 13:00:00,2023-02-23 15:30:00,2:30
19725_23-02-2023-13.25,19725,AVE,2023-02-23 13:25:00,2023-02-23 16:22:00,2:57
03143_23-02-2023-14.30,03143,AVE,2023-02-23 14:30:00,2023-02-23 17:20:00,2:50
03151_23-02-2023-15.00,03151,AVE,2023-02-23 15:00:00,2023-02-23 17:29:00,2:29
03153_23-02-2023-15.30,03153,AVE,2023-02-23 15:30:00,2023-02-23 18:42:00,3:12
03161_23-02-2023-16.00,03161,AVE,2023-02-23 16:00:00,2023-02-23 18:30:00,2:30
03163_23-02-2023-16.30,03163,AVE,2023-02-23 16:30:00,2023-02-23 19:15:00,2:45
03171_23-02-2023-17.00,03171,AVE,2023-02-23 17:00:00,2023-02-23 19:30:00,2:30
03173_23-02-2023-17.30,03173,AVE,2023-02-23 17:30:00,2023-02-23 20:42:00,3:12
03183_23-02-2023-18.30,03183,AVE,2023-02-23 18:30:00,2023-02-23 21:20:00,2:50
03191_23-02-2023-19.00,03191,AVE,2023-02-23 19:00:00,2023-02-23 21:30:00,2:30
03201_23-02-2023-20.00,03201,AVE,2023-02-23 20:00:00,2023-02-23 22:30:00,2:30
03203_23-02-2023-20.40,03203,AVE,2023-02-23 20:40:00,2023-02-23 23:55:00,3:15
03211_23-02-2023-21.10,03211,AVE,2023-02-23 21:10:00,2023-02-23 23:40:00,2:30
03063_24-02-2023-06.30,03063,AVE,2023-02-24 06:30:00,2023-02-24 09:20:00,2:50
03071_24-02-2023-07.00,03071,AVE,2023-02-24 07:00:00,2023-02-24 09:30:00,2:30
03073_24-02-2023-07.30,03073,AVE,2023-02-24 07:30:00,2023-02-24 10:42:00,3:12
03081_24-02-2023-08.00,03081,AVE,2023-02-24 08:00:00,2023-02-24 10:30:00,2:30
03091_24-02-2023-09.00,03091,AVE,2023-02-24 09:00:00,2023-02-24 11:30:00,2:30
03093_24-02-2023-09.30,03093,AVE,2023-02-24 09:30:00,2023-02-24 12:37:00,3:7
03113_24-02-2023-11.30,03113,AVE,2023-02-24 11:30:00,2023-02-24 14:42:00,3:12
03123_24-02-2023-12.30,03123,AVE,2023-02-24 12:30:00,2023-02-24 15:40:00,3:10
19725_24-02-2023-13.25,19725,AVE,2023-02-24 13:25:00,2023-02-24 16:22:00,2:57
03143_24-02-2023-14.30,03143,AVE,2023-02-24 14:30:00,2023-02-24 17:20:00,2:50
03151_24-02-2023-15.00,03151,AVE,2023-02-24 15:00:00,2023-02-24 17:29:00,2:29
03153_24-02-2023-15.30,03153,AVE,2023-02-24 15:30:00,2023-02-24 18:42:00,3:12
03161_24-02-2023-16.00,03161,AVE,2023-02-24 16:00:00,2023-02-24 18:30:00,2:30
03163_24-02-2023-16.30,03163,AVE,2023-02-24 16:30:00,2023-02-24 19:15:00,2:45
03171_24-02-2023-17.00,03171,AVE,2023-02-24 17:00:00,2023-02-24 19:30:00,2:30
03173_24-02-2023-17.30,03173,AVE,2023-02-24 17:30:00,2023-02-24 20:42:00,3:12
03183_24-02-2023-18.30,03183,AVE,2023-02-24 18:30:00,2023-02-24 21:20:00,2:50
03191_24-02-2023-19.00,03191,AVE,2023-02-24 19:00:00,2023-02-24 21:30:00,2:30
03201_24-02-2023-20.00,03201,AVE,2023-02-24 20:00:00,2023-02-24 22:30:00,2:30
03203_24-02-2023-20.40,03203,AVE,2023-02-24 20:40:00,2023-02-24 23:55:00,3:15
03211_24-02-2023-21.10,03211,AVE,2023-02-24 21:10:00,2023-02-24 23:40:00,2:30
03073_25-02-2023-07.30,03073,AVE,2023-02-25 07:30:00,2023-02-25 10:42:00,3:12
03083_25-02-2023-08.30,03083,AVE,2023-02-25 08:30:00,2023-02-25 11:15:00,2:45
03091_25-02-2023-09.00,03091,AVE,2023-02-25 09:00:00,2023-02-25 11:30:00,2:30
03093_25-02-2023-09.30,03093,AVE,2023-02-25 09:30:00,2023-02-25 12:37:00,3:7
03113_25-02-2023-11.30,03113,AVE,2023-02-25 11:30:00,2023-02-25 14:42:00,3:12
03123_25-02-2023-12.30,03123,AVE,2023-02-25 12:30:00,2023-02-25 15:40:00,3:10
19725_25-02-2023-13.25,19725,AVE,2023-02-25 13:25:00,2023-02-25 16:22:00,2:57
03153_25-02-2023-15.30,03153,AVE,2023-02-25 15:30:00,2023-02-25 18:42:00,3:12
03163_25-02-2023-16.30,03163,AVE,2023-02-25 16:30:00,2023-02-25 19:15:00,2:45
03173_25-02-2023-17.30,03173,AVE,2023-02-25 17:30:00,2023-02-25 20:42:00,3:12
03183_25-02-2023-18.30,03183,AVE,2023-02-25 18:30:00,2023-02-25 21:20:00,2:50
03203_25-02-2023-20.40,03203,AVE,2023-02-25 20:40:00,2023-02-25 23:55:00,3:15
03073_26-02-2023-07.30,03073,AVE,2023-02-26 07:30:00,2023-02-26 10:42:00,3:12
03083_26-02-2023-08.30,03083,AVE,2023-02-26 08:30:00,2023-02-26 11:15:00,2:45
03093_26-02-2023-09.30,03093,AVE,2023-02-26 09:30:00,2023-02-26 12:37:00,3:7
03113_26-02-2023-11.30,03113,AVE,2023-02-26 11:30:00,2023-02-26 14:42:00,3:12
03123_26-02-2023-12.30,03123,AVE,2023-02-26 12:30:00,2023-02-26 15:40:00,3:10
03131_26-02-2023-13.00,03131,AVE,2023-02-26 13:00:00,2023-02-26 15:30:00,2:30
19725_26-02-2023-13.25,19725,AVE,2023-02-26 13:25:00,2023-02-26 16:22:00,2:57
03143_26-02-2023-14.30,03143,AVE,2023-02-26 14:30:00,2023-02-26 17:20:00,2:50
03153_26-02-2023-15.30,03153,AVE,2023-02-26 15:30:00,2023-02-26 18:42:00,3:12
03161_26-02-2023-16.00,03161,AVE,2023-02-26 16:00:00,2023-02-26 18:30:00,2:30
03163_26-02-2023-16.30,03163,AVE,2023-02-26 16:30:00,2023-02-26 19:15:00,2:45
03171_26-02-2023-17.00,03171,AVE,2023-02-26 17:00:00,2023-02-26 19:30:00,2:30
03173_26-02-2023-17.30,03173,AVE,2023-02-26 17:30:00,2023-02-26 20:42:00,3:12
03183_26-02-2023-18.30,03183,AVE,2023-02-26 18:30:00,2023-02-26 21:20:00,2:50
03191_26-02-2023-19.00,03191,AVE,2023-02-26 19:00:00,2023-02-26 21:30:00,2:30
03201_26-02-2023-20.00,03201,AVE,2023-02-26 20:00:00,2023-02-26 22:30:00,2:30
03203_26-02-2023-20.40,03203,AVE,2023-02-26 20:40:00,2023-02-26 23:55:00,3:15
03211_26-02-2023-21.10,03211,AVE,2023-02-26 21:10:00,2023-02-26 23:40:00,2:30
03063_27-02-2023-06.30,03063,AVE,2023-02-27 06:30:00,2023-02-27 09:20:00,2:50
03071_27-02-2023-07.00,03071,AVE,2023-02-27 07:00:00,2023-02-27 09:30:00,2:30
03073_27-02-2023-07.30,03073,AVE,2023-02-27 07:30:00,2023-02-27 10:42:00,3:12
03081_27-02-2023-08.00,03081,AVE,2023-02-27 08:00:00,2023-02-27 10:30:00,2:30
03083_27-02-2023-08.30,03083,AVE,2023-02-27 08:30:00,2023-02-27 11:15:00,2:45
03091_27-02-2023-09.00,03091,AVE,2023-02-27 09:00:00,2023-02-27 11:30:00,2:30
03093_27-02-2023-09.30,03093,AVE,2023-02-27 09:30:00,2023-02-27 12:37:00,3:7
03113_27-02-2023-11.30,03113,AVE,2023-02-27 11:30:00,2023-02-27 14:42:00,3:12
03123_27-02-2023-12.30,03123,AVE,2023-02-27 12:30:00,2023-02-27 15:40:00,3:10
03131_27-02-2023-13.00,03131,AVE,2023-02-27 13:00:00,2023-02-27 15:30:00,2:30
19725_27-02-2023-13.25,19725,AVE,2023-02-27 13:25:00,2023-02-27 16:22:00,2:57
03143_27-02-2023-14.30,03143,AVE,2023-02-27 14:30:00,2023-02-27 17:20:00,2:50
03151_27-02-2023-15.00,03151,AVE,2023-02-27 15:00:00,2023-02-27 17:29:00,2:29
03153_27-02-2023-15.30,03153,AVE,2023-02-27 15:30:00,2023-02-27 18:42:00,3:12
03161_27-02-2023-16.00,03161,AVE,2023-02-27 16:00:00,2023-02-27 18:30:00,2:30
03163_27-02-2023-16.30,03163,AVE,2023-02-27 16:30:00,2023-02-27 19:15:00,2:45
03171_27-02-2023-17.00,03171,AVE,2023-02-27 17:00:00,2023-02-27 19:30:00,2:30
03173_27-02-2023-17.30,03173,AVE,2023-02-27 17:30:00,2023-02-27 20:42:00,3:12
03183_27-02-2023-18.30,03183,AVE,2023-02-27 18:30:00,2023-02-27 21:20:00,2:50
03191_27-02-2023-19.00,03191,AVE,2023-02-27 19:00:00,2023-02-27 21:30:00,2:30
03201_27-02-2023-20.00,03201,AVE,2023-02-27 20:00:00,2023-02-27 22:30:00,2:30
03203_27-02-2023-20.40,03203,AVE,2023-02-27 20:40:00,2023-02-27 23:55:00,3:15
03211_27-02-2023-21.10,03211,AVE,2023-02-27 21:10:00,2023-02-27 23:40:00,2:30
03063_28-02-2023-06.30,03063,AVE,2023-02-28 06:30:00,2023-02-28 09:20:00,2:50
03071_28-02-2023-07.00,03071,AVE,2023-02-28 07:00:00,2023-02-28 09:30:00,2:30
03073_28-02-2023-07.30,03073,AVE,2023-02-28 07:30:00,2023-02-28 10:42:00,3:12
03081_28-02-2023-08.00,03081,AVE,2023-02-28 08:00:00,2023-02-28 10:30:00,2:30
